,address,propery_type,rooms,floor,square_foot,price,sector,block,property,day,month,year
778,אהרון הכהן 10,1,5.0,3,120.88,2605000,4246,202,26,23,07,2021
779,אהרון הכהן 10,1,5.0,3,120.88,1420000,4246,202,26,07,07,2010
780,יברבוים 9,1,5.0,1,112.45,1960000,3926,1207,7,22,07,2021
781,יברבוים 9,1,5.0,1,112.45,844000,3926,1207,7,05,05,2004
782,עין גב 15,2,5.0,0,154.43,3275000,5389,19,17,22,07,2021
783,עין גב 15,2,5.0,0,154.43,2740000,5389,19,17,01,02,2016
784,המפוחית 6,1,5.0,0,102.3,3080000,5183,73,1,22,07,2021
785,המפוחית 6,1,5.0,0,102.3,2190000,5183,73,1,09,02,2016
789,משמר הירדן 22,1,5.0,1,110.0,1850000,3939,139,1,21,07,2021
790,משמר הירדן 22,1,5.0,1,110.0,777000,3939,139,1,22,04,2004
791,אלישע 9,4,5.0,1,201.0,6200000,3629,249,1,21,07,2021
792,אלישע 9,4,5.0,1,201.0,3500000,3629,249,1,13,01,2013
793,אלישע 9,4,5.0,1,201.0,3500000,3629,249,1,12,01,2013
799,בלקינד שמשון 37,2,6.0,0,141.8,1800000,3938,44,4,20,07,2021
800,בלקינד שמשון 37,2,6.0,0,141.8,1800000,3938,44,4,06,10,2013
801,בלקינד שמשון 37,2,6.0,0,141.8,1134000,3938,44,4,30,12,2004
802,הרב שלינקה יצחק 10,1,5.0,6,120.88,3100000,7373,75,24,20,07,2021
803,הרב שלינקה יצחק 10,1,5.0,6,120.88,2156000,7373,75,24,15,01,2012
804,טרכטנברג 18,1,5.0,6,105.0,1870000,3928,831,71,20,07,2021
805,טרכטנברג 18,1,5.0,6,105.0,1440000,3928,831,71,15,12,2014
812,הורוביץ 25,1,5.0,2,84.35,1780000,3926,611,8,19,07,2021
813,הורוביץ 25,1,5.0,2,84.35,1180000,3926,611,8,06,05,2009
814,הורוביץ 25,1,5.0,2,84.35,678000,3926,611,8,31,08,1999
820,בנבנישתי 17,2,6.0,0,244.0,5600000,5119,46,1,14,07,2021
821,בנבנישתי 17,2,6.0,0,244.0,2486000,5119,46,1,30,04,2007
836,האחד עשר 23,1,5.0,1,115.8,2240000,6286,268,5,08,07,2021
837,האחד עשר 23,1,5.0,1,115.8,1400000,6286,268,5,18,03,2011
838,האחד עשר 23,1,5.0,1,115.8,815000,6286,268,5,09,03,2000
843,מבצע שלמה 2,2,6.0,0,144.13,3850000,4747,3,1,07,07,2021
844,מבצע שלמה 2,2,6.0,0,144.13,2800000,4747,3,1,28,03,2016
849,קאפח 5,1,5.0,9,111.0,2580000,5114,34,74,06,07,2021
850,קאפח 5,1,5.0,9,111.0,1066000,5114,34,74,16,04,2007
851,קאפח 5,1,5.0,9,111.0,894000,5114,34,74,12,11,1998
852,הנחשול 51,4,6.0,0,154.84,2750000,6823,178,3,06,07,2021
853,הנחשול 51,4,6.0,0,154.84,1305000,6823,178,3,02,07,2008
854,חיל השריון 1,1,6.0,6,156.0,3200000,2717,16,11,06,07,2021
855,חיל השריון 1,1,6.0,6,156.0,2650000,2717,16,11,06,03,2014
856,חיל השריון 1,1,6.0,6,156.0,2800000,2717,16,11,31,05,2011
857,הנחשול 85,1,5.0,9,109.5,2700000,5748,11,32,06,07,2021
858,הנחשול 85,1,5.0,9,109.5,2010000,5748,11,32,11,12,2011
859,ז'בוטינסקי 7,1,5.0,2,98.0,2070000,3926,876,9,06,07,2021
860,ז'בוטינסקי 7,1,5.0,2,98.0,1368000,3926,876,9,08,05,2016
865,ראובן ובת שבע 5,1,5.0,7,98.1,1570000,3939,296,28,05,07,2021
866,ראובן ובת שבע 5,1,5.0,7,98.1,589000,3939,296,28,16,08,2004
868,קפלנסקי 28,3,5.0,6,126.38,3400000,3926,675,20,30,06,2021
869,קפלנסקי 28,3,5.0,6,126.38,2200000,3926,675,20,03,09,2014
870,פולה בן גוריון 5,1,5.0,7,139.88,3660000,3927,364,26,29,06,2021
871,פולה בן גוריון 5,1,5.0,7,139.88,2350000,3927,364,26,22,07,2010
872,פולה בן גוריון 5,1,5.0,7,139.88,1540000,3927,364,26,01,11,2007
891,בלבן אליעזר 6,1,6.0,8,138.85,2630000,3939,501,126,24,06,2021
892,בלבן אליעזר 6,1,6.0,8,138.85,913000,3939,501,126,13,06,2001
899,ליבין יוסף וריסיה 3,1,5.0,3,132.0,2775000,7374,102,14,21,06,2021
900,ליבין יוסף וריסיה 3,1,5.0,3,132.0,2150000,7374,102,14,25,09,2015
901,ליבין יוסף וריסיה 3,1,5.0,3,132.0,1536000,7374,102,14,06,07,2009
902,אוזן אהרון 3,2,6.0,1,227.95,5100000,7373,33,2,21,06,2021
903,אוזן אהרון 3,2,6.0,1,227.95,2900000,7373,33,2,28,12,2011
904,התורמוס 4,1,5.0,3,133.11,2800000,5036,157,30,21,06,2021
905,התורמוס 4,1,5.0,3,133.11,1883000,5036,157,30,30,04,2014
906,קפלנסקי 28,1,5.0,4,105.64,2070000,3926,675,12,21,06,2021
907,קפלנסקי 28,1,5.0,4,105.64,1820000,3926,675,12,11,07,2016
914,השדה 9,1,5.0,1,125.2,2620000,3926,161,4,20,06,2021
915,השדה 9,1,5.0,1,125.2,970000,3926,161,4,13,11,2003
923,מבצע קדש 2,1,5.0,6,126.73,2450000,3945,703,23,16,06,2021
924,מבצע קדש 2,1,5.0,6,126.73,875000,3945,703,23,11,03,1998
925,ההתיישבות 53,1,6.0,0,164.26,3600000,6286,324,1,16,06,2021
926,ההתיישבות 53,1,6.0,0,164.26,1968000,6286,324,1,26,03,2010
927,ההתיישבות 53,1,6.0,0,164.26,1714000,6286,324,1,27,08,2009
928,כתריאל 10,1,5.0,3,132.0,2740000,6286,399,11,16,06,2021
929,כתריאל 10,1,5.0,3,132.0,1780000,6286,399,11,05,05,2013
934,משמר הירדן 22,1,5.0,5,110.0,2100000,3939,139,9,15,06,2021
935,משמר הירדן 22,1,5.0,5,110.0,1025000,3939,139,9,12,10,2008
953,חיל החימוש 22,1,7.0,2,241.77,2850000,2717,5,4,11,06,2021
954,חיל החימוש 22,1,7.0,2,241.77,2200000,2717,5,4,20,01,2016
957,ההתיישבות 53,1,5.0,7,112.16,2825000,6286,324,24,10,06,2021
958,ההתיישבות 53,1,5.0,7,112.16,1505000,6286,324,24,22,06,2010
974,האלה 11,2,5.0,0,267.41,3190000,4242,565,2,08,06,2021
975,האלה 11,2,5.0,0,267.41,3100000,4242,565,2,14,07,2019
984,ההתיישבות 5,1,5.0,7,116.5,2700000,6286,398,53,07,06,2021
985,ההתיישבות 5,1,5.0,7,116.5,1574000,6286,398,53,24,10,2010
986,ההתיישבות 45,1,5.0,6,139.0,3330000,6286,332,21,07,06,2021
987,ההתיישבות 45,1,5.0,6,139.0,1865000,6286,332,21,03,02,2011
994,התזמורת 50,3,5.0,6,127.3,3100000,5183,36,47,06,06,2021
995,התזמורת 50,3,5.0,6,127.3,2480000,5183,36,47,07,06,2015
996,התזמורת 50,3,5.0,6,127.3,1285000,5183,36,47,18,10,2002
997,סולד 8,1,6.0,1,136.78,2330000,3928,438,2,06,06,2021
998,סולד 8,1,6.0,1,136.78,950000,3928,438,2,06,08,2007
1011,הרב דמארי 12,1,5.0,1,126.96,2395000,3937,268,1,31,05,2021
1012,הרב דמארי 12,1,5.0,1,126.96,1180000,3937,268,1,19,03,2008
1013,היצהר 7,1,5.0,3,96.0,1930000,5038,11,32,31,05,2021
1014,היצהר 7,1,5.0,3,96.0,1555000,5038,11,32,22,03,2011
1031,כצנלסון 35,1,5.0,3,99.17,2250000,3945,533,10,26,05,2021
1032,כצנלסון 35,1,5.0,3,99.17,1000000,3945,533,10,31,08,2009
1035,הנגיד 9,1,6.0,4,119.0,2820000,5115,31,56,25,05,2021
1036,הנגיד 9,1,6.0,4,119.0,2025000,5115,31,56,23,08,2015
1041,"ריב""ל 12",1,5.0,10,121.9,2350000,5114,36,85,24,05,2021
1042,"ריב""ל 12",1,5.0,10,121.9,2035000,5114,36,85,12,01,2014
1043,"ריב""ל 12",1,5.0,10,121.9,1290000,5114,36,85,05,03,2008
1056,הקוקיה 68,1,5.0,1,104.6,1845000,6287,222,73,20,05,2021
1057,הקוקיה 68,1,5.0,1,104.6,1540000,6287,222,73,10,05,2015
1058,הקוקיה 68,1,5.0,1,104.6,793000,6287,222,73,13,09,2001
1065,מוסאל יצחק 4,1,6.0,0,205.3,3750000,3938,166,1,19,05,2021
1066,מוסאל יצחק 4,1,6.0,0,205.3,2110000,3938,166,1,22,02,2010
1071,ז'בוטינסקי 65,1,5.0,5,120.09,2010000,3945,718,58,18,05,2021
1072,ז'בוטינסקי 65,1,5.0,5,120.09,904000,3945,718,58,27,02,2006
1079,אלקבץ 13,1,5.0,8,109.92,2570000,5114,41,30,12,05,2021
1080,אלקבץ 13,1,5.0,8,109.92,730000,5114,41,30,17,08,1998
1081,"הרשב""א 13",1,5.0,2,108.43,2240000,5115,25,50,12,05,2021
1082,"הרשב""א 13",1,5.0,2,108.43,993000,5115,25,50,20,01,2002
1083,גלשאו שלדון 2,2,7.0,1,219.6,4700000,5099,11,1,12,05,2021
1084,גלשאו שלדון 2,2,7.0,1,219.6,1814000,5099,11,1,02,07,2007
1087,הקוקיה 30,1,5.0,1,125.25,2000000,6287,154,4,11,05,2021
1088,הקוקיה 30,1,5.0,1,125.25,701000,6287,154,4,25,03,2004
1089,הקוקיה 30,1,5.0,1,125.25,898000,6287,154,4,09,07,2002
1090,רוטשילד 71,1,5.0,3,100.24,2000000,3926,89,7,11,05,2021
1091,רוטשילד 71,1,5.0,3,100.24,1810000,3926,89,7,21,07,2020
1092,רוטשילד 71,1,5.0,3,100.24,1500000,3926,89,7,30,03,2015
1093,רוטשילד 71,1,5.0,3,100.24,1110000,3926,89,7,03,06,2009
1094,רוטשילד 71,1,5.0,3,100.24,846000,3926,89,7,06,08,2007
1100,הנחשול 85,1,5.0,5,121.0,2350000,5748,11,18,09,05,2021
1101,הנחשול 85,1,5.0,5,121.0,1548000,5748,11,18,05,10,2011
1102,הנחשול 85,1,5.0,5,121.0,1819210,5748,11,18,16,08,2011
1112,קפלנסקי 5,1,6.0,6,128.72,2850000,3926,1257,23,06,05,2021
1113,קפלנסקי 5,1,6.0,6,128.72,1231000,3926,1257,23,16,05,2001
1115,הנורית 5,1,5.0,3,111.2,2000000,5036,175,11,05,05,2021
1116,הנורית 5,1,5.0,3,111.2,1700000,5036,175,11,14,01,2015
1117,הנורית 5,1,5.0,3,111.2,1120000,5036,175,11,06,07,2004
1118,הנורית 5,1,5.0,3,111.2,908000,5036,175,11,05,12,1999
1119,מבצע דני 40,2,6.0,0,174.28,4800000,5383,27,2,05,05,2021
1120,מבצע דני 40,2,6.0,0,174.28,3250000,5383,27,2,31,03,2014
1121,גלילי ישראל 10,1,5.0,10,126.4,2930000,3946,410,106,05,05,2021
1122,גלילי ישראל 10,1,5.0,10,126.4,2140000,3946,410,106,17,09,2014
1130,חיל החימוש 8,1,5.0,0,192.42,2787000,2717,33,39,03,05,2021
1131,חיל החימוש 8,1,5.0,0,192.42,1500000,2717,33,39,13,08,2008
1135,האחים אוסטשינסקי 25,1,5.0,7,106.0,2060000,3925,478,26,02,05,2021
1136,האחים אוסטשינסקי 25,1,5.0,7,106.0,793000,3925,478,26,23,01,2007
1137,הפיקוס 25,1,6.0,0,137.85,3450000,4243,399,1,02,05,2021
1138,הפיקוס 25,1,6.0,0,137.85,1250000,4243,399,1,23,12,2007
1154, ,1,5.0,7,133.83,2830000,6286,326,25,22,04,2021
1155, ,1,5.0,7,133.83,2320000,6286,326,25,09,06,2016
1156,חיל הים 7,2,5.0,1,183.5,3400000,5037,25,2,21,04,2021
1157,חיל הים 7,2,5.0,1,183.5,1428000,5037,25,2,30,04,2007
1160,"הרשב""א 6",1,5.0,4,112.93,2450000,5115,32,18,20,04,2021
1161,"הרשב""א 6",1,5.0,4,112.93,1168000,5115,32,18,31,03,2004
1162,רוזנשטיין מרדכי 25,1,5.0,1,109.97,2170000,3929,969,4,20,04,2021
1163,רוזנשטיין מרדכי 25,1,5.0,1,109.97,1400000,3929,969,4,03,09,2009
1166,חיל התותחנים 7,1,5.0,3,136.85,3350000,2704,55,13,19,04,2021
1167,חיל התותחנים 7,1,5.0,3,136.85,3800000,2704,55,13,03,11,2016
1168,חיל התותחנים 7,1,5.0,3,136.85,2410000,2704,55,13,10,03,2013
1169,חיל התותחנים 7,1,5.0,3,136.85,1705000,2704,55,13,30,01,2013
1173,העסיס 28,1,5.0,4,96.6,2390000,5038,9,8,18,04,2021
1174,העסיס 28,1,5.0,4,96.6,730000,5038,9,8,27,06,1999
1175,ההתיישבות 47,1,5.0,1,135.8,2430000,6286,329,2,18,04,2021
1176,ההתיישבות 47,1,5.0,1,135.8,1540000,6286,329,2,30,04,2012
1183,הקוקיה 68,1,5.0,4,129.8,2400000,6287,222,83,13,04,2021
1184,הקוקיה 68,1,5.0,4,129.8,1750000,6287,222,83,06,05,2012
1193,האבות 19,3,6.0,4,125.3,2400000,3930,590,11,12,04,2021
1194,האבות 19,3,6.0,4,125.3,1700000,3930,590,11,28,05,2014
1209, ,1,5.0,8,133.83,2820000,6286,326,31,07,04,2021
1210, ,1,5.0,8,133.83,2215000,6286,326,31,28,07,2015
1218,שמריהו לוין 19,1,5.0,5,110.95,2030000,3928,277,13,05,04,2021
1219,שמריהו לוין 19,1,5.0,5,110.95,843000,3928,277,13,12,09,2006
1227,טביב 24,1,5.0,5,132.12,2230000,3937,228,17,30,03,2021
1228,טביב 24,1,5.0,5,132.12,883000,3937,228,17,30,03,2000
1230,ההתיישבות 51,1,5.0,4,139.2,2770000,6286,325,52,29,03,2021
1231,ההתיישבות 51,1,5.0,4,139.2,1630000,6286,325,52,23,06,2011
1234,הכינור 4,1,5.0,0,145.75,3000000,5183,7,45,29,03,2021
1235,מבצע הראל 18,2,6.0,0,175.0,3750000,5383,32,1,25,03,2021
1236,מבצע הראל 18,2,6.0,0,175.0,2580000,5383,32,1,24,01,2013
1250,הזמורה 15,1,5.0,3,125.1,2565000,5039,39,12,24,03,2021
1251,הזמורה 15,1,5.0,3,125.1,999000,5039,39,12,30,05,2002
1252,הזמורה 15,1,5.0,3,125.1,963000,5039,39,12,31,03,2002
1253,הגלעד 12,1,5.0,2,135.0,2680000,3926,340,3,24,03,2021
1254,הגלעד 12,1,5.0,2,135.0,1950000,3926,340,3,16,09,2016
1255,הגלעד 12,1,5.0,2,135.0,1650000,3926,340,3,23,03,2010
1256,שער הגולן 10,1,6.0,3,134.0,3200000,5389,91,15,24,03,2021
1257,שער הגולן 10,1,6.0,3,134.0,1994000,5389,91,15,27,04,2012
1258,שער הגולן 10,1,6.0,3,134.0,1920000,5389,91,15,07,03,2011
1259,הנגיד 3,1,5.0,10,113.3,1225000,5115,33,41,24,03,2021
1260,הנגיד 3,1,5.0,10,113.3,1318000,5115,33,41,13,07,2014
1264,רגוניס יהודה 18,1,6.0,2,140.0,2770000,3929,964,7,22,03,2021
1265,רגוניס יהודה 18,1,6.0,2,140.0,1700000,3929,964,7,11,12,2010
1266,רגוניס יהודה 18,1,6.0,2,140.0,1660000,3929,964,7,09,04,2010
1274,הרברט סמואל 16,1,5.0,3,98.5,2100000,3930,128,6,21,03,2021
1275,הרברט סמואל 16,1,5.0,3,98.5,804000,3930,128,6,23,07,2000
1276,העצמאות 34,2,7.0,0,470.6,5600000,7374,63,2,21,03,2021
1277,העצמאות 34,2,7.0,0,470.6,4350000,7374,63,2,28,03,2016
1279,ארבל 7,3,6.0,8,143.64,2800000,3923,387,32,18,03,2021
1280,ארבל 7,3,6.0,8,143.64,1650000,3923,387,32,25,12,2007
1281,ארבל 7,3,6.0,8,143.64,1250000,3923,387,32,11,12,1998
1286,ההתיישבות 51,1,5.0,5,139.2,2920000,6286,325,56,17,03,2021
1287,ההתיישבות 51,1,5.0,5,139.2,1650000,6286,325,56,27,10,2010
1288,החליל 24,1,5.0,1,102.34,1940000,5183,22,8,17,03,2021
1289,החליל 24,1,5.0,1,102.34,1530000,5183,22,8,05,11,2014
1298,קפלנסקי 7,1,6.0,1,111.25,2180000,3926,731,4,15,03,2021
1299,קפלנסקי 7,1,6.0,1,111.25,1950000,3926,731,4,10,12,2018
1300,קפלנסקי 7,1,6.0,1,111.25,1300000,3926,731,4,24,11,2011
1301,חיל החימוש 38,1,5.0,10,118.3,3950000,2717,22,47,15,03,2021
1302,חיל החימוש 38,1,5.0,10,118.3,2672000,2717,22,47,17,08,2016
1312,קלישר 6,1,5.0,3,112.0,3000000,5116,47,8,11,03,2021
1313,קלישר 6,1,5.0,3,112.0,2220000,5116,47,8,26,05,2016
1314,קלישר 6,1,5.0,3,112.0,1081000,5116,47,8,02,08,1999
1315,ראובן ובת שבע 5,1,5.0,1,99.47,888500,3939,296,1,11,03,2021
1316,ראובן ובת שבע 5,1,5.0,1,99.47,1400000,3939,296,1,14,01,2016
1317,ראובן ובת שבע 5,1,5.0,1,99.47,754000,3939,296,1,13,03,2000
1318,ברנשטיין 31,1,5.0,1,128.9,2035000,6287,219,4,11,03,2021
1319,ברנשטיין 31,1,5.0,1,128.9,1900000,6287,219,4,08,09,2016
1322, ,1,5.0,3,133.83,2850000,6286,326,12,10,03,2021
1323, ,1,5.0,3,133.83,2150000,6286,326,12,05,08,2015
1326,חיל החימוש 4,1,5.0,6,109.36,2050000,2717,33,28,09,03,2021
1327,חיל החימוש 4,1,5.0,6,109.36,711000,2717,33,28,28,02,2001
1339,שמעוני 4,3,5.0,1,169.0,2700000,3945,582,4,07,03,2021
1340,שמעוני 4,3,5.0,1,169.0,2100000,3945,582,4,30,07,2015
1343,הסיגלית 1,1,5.0,7,116.88,2190000,5036,116,45,04,03,2021
1344,הסיגלית 1,1,5.0,7,116.88,1530000,5036,116,45,10,09,2012
1345,הסיגלית 1,1,5.0,7,116.88,909000,5036,116,45,15,05,2000
1349,האלוף דוד 13,1,5.0,1,126.1,2490000,3946,411,101,03,03,2021
1350,האלוף דוד 13,1,5.0,1,126.1,1924000,3946,411,101,01,06,2011
1351,אלקבץ 5,1,5.0,10,120.4,2850000,5114,40,83,03,03,2021
1352,אלקבץ 5,1,5.0,10,120.4,1785000,5114,40,83,04,03,2015
1353,חטיבת קריתי 1,2,6.0,0,176.15,2300000,3930,352,3,03,03,2021
1354,חטיבת קריתי 1,2,6.0,0,176.15,2500000,3930,352,3,17,09,2019
1364,חיל החימוש 20,1,5.0,2,132.57,2320000,2717,6,6,02,03,2021
1365,חיל החימוש 20,1,5.0,2,132.57,1900000,2717,6,6,11,10,2012
1366,חיל החימוש 20,1,5.0,2,132.57,814000,2717,6,6,03,07,2001
1367,קפלנסקי 7,1,5.0,3,105.91,2165000,3926,731,8,02,03,2021
1368,קפלנסקי 7,1,5.0,3,105.91,1730000,3926,731,8,16,12,2014
1369,קפלנסקי 7,1,5.0,3,105.91,1360000,3926,731,8,08,07,2010
1374,חיל החימוש 18,1,5.0,6,114.53,2085000,2717,3,30,01,03,2021
1375,חיל החימוש 18,1,5.0,6,114.53,642000,2717,3,30,28,03,2000
1380,גולדה מאיר 11,1,5.0,16,123.31,2950000,3946,328,54,28,02,2021
1381,גולדה מאיר 11,1,5.0,16,123.31,2565000,3946,328,54,22,12,2015
1382,גולדה מאיר 11,1,5.0,16,123.31,2020000,3946,328,54,05,11,2009
1383,נירים 3,2,5.0,7,155.3,3850000,6286,392,24,28,02,2021
1384,נירים 3,2,5.0,7,155.3,2543000,6286,392,24,09,01,2013
1385,כפר חיטים 17,1,5.0,0,132.4,3350000,5388,15,1,28,02,2021
1386,כפר חיטים 17,1,5.0,0,132.4,2575000,5388,15,1,19,03,2019
1399,גשר 3,1,5.0,8,111.49,2475000,5387,21,31,25,02,2021
1400,גשר 3,1,5.0,8,111.49,2300000,5387,21,31,04,06,2019
1401,גשר 3,1,5.0,8,111.49,984000,5387,21,31,19,10,2001
1402,חומה ומגדל 21,1,6.0,6,152.6,3070000,5389,91,61,25,02,2021
1403,חומה ומגדל 21,1,6.0,6,152.6,2192000,5389,91,61,16,07,2012
1408,סמילנסקי 14,1,5.0,1,112.98,2300000,3936,6,3,24,02,2021
1409,סמילנסקי 14,1,5.0,1,112.98,1835000,3936,6,3,24,03,2015
1413,חיל האויר 3,1,5.0,15,114.45,2800000,2717,35,56,23,02,2021
1414,חיל האויר 3,1,5.0,15,114.45,2260000,2717,35,56,10,06,2014
1415,חיל האויר 3,1,5.0,15,114.45,1323000,2717,35,56,16,01,2008
1416,אברבנאל 10,1,5.0,5,120.14,2200000,3930,412,50,23,02,2021
1417,אברבנאל 10,1,5.0,5,120.14,1210000,3930,412,50,07,09,2009
1421,ירושלים 16,1,5.0,2,111.0,2030000,3936,75,2,22,02,2021
1422,ירושלים 16,1,5.0,2,111.0,821000,3936,75,2,28,08,2002
1423,ירושלים 16,1,5.0,2,111.0,777000,3936,75,2,09,07,2000
1424,עין דור 1,1,5.0,6,140.5,2680000,6286,312,16,22,02,2021
1425,עין דור 1,1,5.0,6,140.5,1654000,6286,312,16,21,03,2011
1427,מעגל השלום 1,1,5.0,12,111.0,3025000,5096,7,45,18,02,2021
1428,מעגל השלום 1,1,5.0,12,111.0,1878000,5096,7,45,19,11,2002
1429,תנועות הנוער 6,1,5.0,6,114.28,2550000,3939,539,21,18,02,2021
1430,תנועות הנוער 6,1,5.0,6,114.28,2500000,3939,539,21,29,01,2019
1431,תנועות הנוער 6,1,5.0,6,114.28,1295000,3939,539,21,20,03,2008
1435,השומר 16,1,5.0,9,182.09,2800000,3930,572,79,17,02,2021
1436,השומר 16,1,5.0,9,182.09,868000,3930,572,79,03,08,1998
1437,הקוקיה 44,1,5.0,7,127.1,2480000,6287,221,28,17,02,2021
1438,הקוקיה 44,1,5.0,7,127.1,1018000,6287,221,28,23,05,2004
1439,אנילביץ 53,1,5.0,4,105.0,1830000,7281,56,19,17,02,2021
1440,אנילביץ 53,1,5.0,4,105.0,1025000,7281,56,19,26,11,2015
1449,הרב נריה 4,1,5.0,5,121.71,2460000,5116,24,59,16,02,2021
1450,הרב נריה 4,1,5.0,5,121.71,1120000,5116,24,59,20,03,2007
1451,הרב נריה 4,1,5.0,5,121.71,1233000,5116,24,59,12,02,2002
1455,ברנשטיין 29,1,5.0,3,125.2,1965000,6287,219,46,15,02,2021
1456,ברנשטיין 29,1,5.0,3,125.2,905000,6287,219,46,13,01,2005
1460,רגוניס יהודה 22,1,5.0,2,122.2,2585000,3929,966,7,14,02,2021
1461,רגוניס יהודה 22,1,5.0,2,122.2,1836000,3929,966,7,26,04,2015
1469,מבצע הראל 4,1,5.0,0,175.0,4150000,5383,28,2,13,02,2021
1470,מבצע הראל 4,1,5.0,0,175.0,1470000,5383,28,2,24,07,2003
1471,השריג 10,1,5.0,4,127.15,2490000,5039,38,41,11,02,2021
1472,השריג 10,1,5.0,4,127.15,1800000,5039,38,41,19,03,2019
1473,השריג 10,1,5.0,4,127.15,1736000,5039,38,41,18,05,2017
1474,השריג 10,1,5.0,4,127.15,996000,5039,38,41,19,05,1999
1475,הפרדס הראשון 1,1,5.0,10,131.2,2670000,3945,835,42,11,02,2021
1476,הפרדס הראשון 1,1,5.0,10,131.2,1235000,3945,835,42,15,04,2008
1477,הפרדס הראשון 1,1,5.0,10,131.2,1194000,3945,835,42,13,02,2006
1478,אבן חן 2,1,5.0,15,123.21,2860000,4746,32,135,11,02,2021
1479,אבן חן 2,1,5.0,15,123.21,1920000,4746,32,135,18,08,2009
1488,קלישר 1,1,5.0,3,112.0,2300000,5116,52,9,09,02,2021
1489,קלישר 1,1,5.0,3,112.0,1395000,5116,52,9,12,01,2003
1490,הכינור 4,1,5.0,4,105.15,2500000,5183,7,17,09,02,2021
1491,הכינור 4,1,5.0,4,105.15,1585000,5183,7,17,09,12,2012
1492,הכינור 4,1,5.0,4,105.15,1047000,5183,7,17,12,05,2004
1493,הרב גוטמן צבי 57,2,7.0,0,183.08,2700000,6288,75,18,09,02,2021
1494,הרב גוטמן צבי 57,2,7.0,0,183.08,1344000,6288,75,18,06,07,2009
1501,פולה בן גוריון 5,1,5.0,1,138.54,2980000,3927,364,3,04,02,2021
1502,פולה בן גוריון 5,1,5.0,1,138.54,1230000,3927,364,3,18,12,2007
1507,הגדוד העברי 56,1,5.0,9,217.3,2270000,3929,820,47,03,02,2021
1508,הגדוד העברי 56,1,5.0,9,217.3,1530000,3929,820,47,03,02,2011
1509,הגדוד העברי 56,1,5.0,9,217.3,865000,3929,820,47,07,11,1999
1516,הרב שלינקה יצחק 6,1,5.0,4,120.0,2800000,7373,73,15,01,02,2021
1517,הרב שלינקה יצחק 6,1,5.0,4,120.0,1717777,7373,73,15,01,03,2010
1527,הנחשול 83,1,5.0,1,122.0,2290000,5748,4,1,28,01,2021
1528,הנחשול 83,1,5.0,1,122.0,1365000,5748,4,1,24,03,2010
1529,הנחשול 83,1,5.0,1,122.0,1845000,5748,4,1,12,10,2009
1534,שמעוני 2,2,8.0,1,189.0,3000000,3945,584,3,27,01,2021
1535,שמעוני 2,2,8.0,1,189.0,1480000,3945,584,3,01,12,2013
1536,שמעוני 2,2,8.0,1,189.0,949000,3945,584,3,07,06,1998
1541,"רמב""ם 47",1,5.0,2,115.45,1870000,3930,360,3,26,01,2021
1542,"רמב""ם 47",1,5.0,2,115.45,729000,3930,360,3,21,05,2007
1546,ההתיישבות 55,4,5.0,0,133.73,3125000,6286,398,1,25,01,2021
1547,ההתיישבות 55,4,5.0,0,133.73,2250000,6286,398,1,08,12,2016
1548,ההתיישבות 55,4,5.0,0,133.73,1830000,6286,398,1,28,10,2012
1550,רגב מרדכי 3,2,5.0,0,126.29,3050000,6288,63,14,24,01,2021
1551,רגב מרדכי 3,2,5.0,0,126.29,2060000,6288,63,14,30,04,2012
1552,רמז 25,1,5.0,2,118.54,2280000,3926,1172,6,24,01,2021
1553,רמז 25,1,5.0,2,118.54,1650000,3926,1172,6,25,04,2013
1554,ברניצקי נתן 38,1,6.0,5,95.0,3200000,3926,621,19,24,01,2021
1555,ברניצקי נתן 38,1,6.0,5,95.0,1450000,3926,621,19,23,12,2014
1556,ברניצקי נתן 38,1,6.0,5,95.0,1400000,3926,621,19,01,12,2014
1557,ברניצקי נתן 38,1,6.0,5,95.0,2370000,3926,621,19,18,11,2014
1558,ברניצקי נתן 38,1,6.0,5,95.0,1480000,3926,621,19,21,08,2014
1559,ברניצקי נתן 38,1,6.0,5,95.0,1480000,3926,621,19,20,08,2014
1560,ברניצקי נתן 38,1,6.0,5,95.0,2275000,3926,621,19,15,07,2014
1569,יהודה הלוי 12,1,5.0,3,118.15,2180000,3932,168,6,17,01,2021
1570,יהודה הלוי 12,1,5.0,3,118.15,1205000,3932,168,6,18,02,2009
1574,"מיש""ר 8",1,5.0,5,142.2,2935000,3946,410,18,15,01,2021
1575,"מיש""ר 8",1,5.0,5,142.2,1911000,3946,410,18,24,05,2012
1577,אורנבך אשר 3,1,5.0,8,117.0,2840000,7375,28,34,14,01,2021
1578,אורנבך אשר 3,1,5.0,8,117.0,1795000,7375,28,34,30,09,2013
